,Academic Year,Full-time,Level of study,Institution,Program Length,Sex,Students
402,2012,False,Research postgraduate,Lingnan University,Postgrad,Female,@
403,2012,False,Research postgraduate,Lingnan University,Postgrad,Male,@
404,2012,True,Undergraduate,Lingnan University,1,Female,415
405,2012,True,Undergraduate,Lingnan University,1,Male,222
406,2012,True,Undergraduate,Lingnan University,2,Female,490
407,2012,True,Undergraduate,Lingnan University,2,Male,257
408,2012,True,Undergraduate,Lingnan University,3,Female,503
409,2012,True,Undergraduate,Lingnan University,3,Male,265
410,2012,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,763
411,2012,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,945
412,2012,False,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,13
413,2012,False,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,13
414,2012,True,Taught postgraduate,The Chinese University of Hong Kong,1,Female,174
415,2012,True,Taught postgraduate,The Chinese University of Hong Kong,1,Male,96
416,2012,True,Taught postgraduate,The Chinese University of Hong Kong,2,Female,32
417,2012,True,Taught postgraduate,The Chinese University of Hong Kong,2,Male,19
418,2012,False,Taught postgraduate,The Chinese University of Hong Kong,1,Female,302
419,2012,False,Taught postgraduate,The Chinese University of Hong Kong,1,Male,229
420,2012,False,Taught postgraduate,The Chinese University of Hong Kong,2,Female,174
421,2012,False,Taught postgraduate,The Chinese University of Hong Kong,2,Male,114
422,2012,True,Undergraduate,The Chinese University of Hong Kong,1,Female,1858
423,2012,True,Undergraduate,The Chinese University of Hong Kong,1,Male,1672
424,2012,True,Undergraduate,The Chinese University of Hong Kong,2,Female,1758
425,2012,True,Undergraduate,The Chinese University of Hong Kong,2,Male,1569
426,2012,True,Undergraduate,The Chinese University of Hong Kong,3,Female,2092
427,2012,True,Undergraduate,The Chinese University of Hong Kong,3,Male,1634
428,2012,True,Undergraduate,The Chinese University of Hong Kong,4,Female,334
429,2012,True,Undergraduate,The Chinese University of Hong Kong,4,Male,245
430,2012,True,Undergraduate,The Chinese University of Hong Kong,5,Female,83
431,2012,True,Undergraduate,The Chinese University of Hong Kong,5,Male,82
432,2012,True,Undergraduate,The Chinese University of Hong Kong,work placement,Female,62
433,2012,True,Undergraduate,The Chinese University of Hong Kong,work placement,Male,115
434,2012,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Female,19
435,2012,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Male,10
436,2012,True,Sub-degree,The Education University of Hong Kong,1,Female,214
437,2012,True,Sub-degree,The Education University of Hong Kong,1,Male,@
438,2012,True,Sub-degree,The Education University of Hong Kong,2,Female,170
439,2012,True,Sub-degree,The Education University of Hong Kong,2,Male,@
440,2012,True,Sub-degree,The Education University of Hong Kong,3,Female,60
441,2012,False,Sub-degree,The Education University of Hong Kong,1,Female,200
442,2012,False,Sub-degree,The Education University of Hong Kong,2,Female,212
443,2012,False,Sub-degree,The Education University of Hong Kong,2,Male,@
444,2012,False,Sub-degree,The Education University of Hong Kong,short programme,Female,665
445,2012,False,Sub-degree,The Education University of Hong Kong,short programme,Male,376
446,2012,True,Taught postgraduate,The Education University of Hong Kong,1,Female,104
447,2012,True,Taught postgraduate,The Education University of Hong Kong,1,Male,44
448,2012,False,Taught postgraduate,The Education University of Hong Kong,1,Female,238
449,2012,False,Taught postgraduate,The Education University of Hong Kong,1,Male,122
450,2012,False,Taught postgraduate,The Education University of Hong Kong,2,Female,259
451,2012,False,Taught postgraduate,The Education University of Hong Kong,2,Male,103
452,2012,True,Undergraduate,The Education University of Hong Kong,1,Female,683
453,2012,True,Undergraduate,The Education University of Hong Kong,1,Male,205
454,2012,True,Undergraduate,The Education University of Hong Kong,2,Female,577
455,2012,True,Undergraduate,The Education University of Hong Kong,2,Male,185
456,2012,True,Undergraduate,The Education University of Hong Kong,3,Female,475
457,2012,True,Undergraduate,The Education University of Hong Kong,3,Male,143
458,2012,True,Undergraduate,The Education University of Hong Kong,4,Female,504
459,2012,True,Undergraduate,The Education University of Hong Kong,4,Male,153
460,2012,False,Undergraduate,The Education University of Hong Kong,1,Female,433
461,2012,False,Undergraduate,The Education University of Hong Kong,1,Male,59
462,2012,False,Undergraduate,The Education University of Hong Kong,2,Female,401
463,2012,False,Undergraduate,The Education University of Hong Kong,2,Male,61
464,2012,False,Undergraduate,The Education University of Hong Kong,3,Female,493
465,2012,False,Undergraduate,The Education University of Hong Kong,3,Male,44
466,2012,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,232
467,2012,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,366
468,2012,False,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,@
469,2012,False,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,9
470,2012,True,Sub-degree,The Hong Kong Polytechnic University,1,Female,952
471,2012,True,Sub-degree,The Hong Kong Polytechnic University,1,Male,809
472,2012,True,Sub-degree,The Hong Kong Polytechnic University,2,Female,796
473,2012,True,Sub-degree,The Hong Kong Polytechnic University,2,Male,604
474,2012,True,Sub-degree,The Hong Kong Polytechnic University,3,Female,120
475,2012,True,Sub-degree,The Hong Kong Polytechnic University,3,Male,30
476,2012,True,Sub-degree,The Hong Kong Polytechnic University,work placement,Female,11
477,2012,True,Sub-degree,The Hong Kong Polytechnic University,work placement,Male,@
478,2012,False,Sub-degree,The Hong Kong Polytechnic University,1,Female,124
479,2012,False,Sub-degree,The Hong Kong Polytechnic University,1,Male,42
480,2012,False,Sub-degree,The Hong Kong Polytechnic University,2,Female,154
481,2012,False,Sub-degree,The Hong Kong Polytechnic University,2,Male,53
482,2012,False,Sub-degree,The Hong Kong Polytechnic University,3,Female,101
483,2012,False,Sub-degree,The Hong Kong Polytechnic University,3,Male,56
484,2012,False,Sub-degree,The Hong Kong Polytechnic University,4,Female,30
485,2012,False,Sub-degree,The Hong Kong Polytechnic University,4,Male,38
486,2012,True,Taught postgraduate,The Hong Kong Polytechnic University,1,Female,11
487,2012,True,Taught postgraduate,The Hong Kong Polytechnic University,1,Male,@
488,2012,False,Taught postgraduate,The Hong Kong Polytechnic University,3,Female,9
489,2012,False,Taught postgraduate,The Hong Kong Polytechnic University,3,Male,@
490,2012,True,Undergraduate,The Hong Kong Polytechnic University,1,Female,1312
491,2012,True,Undergraduate,The Hong Kong Polytechnic University,1,Male,1393
492,2012,True,Undergraduate,The Hong Kong Polytechnic University,2,Female,1714
493,2012,True,Undergraduate,The Hong Kong Polytechnic University,2,Male,1629
494,2012,True,Undergraduate,The Hong Kong Polytechnic University,3,Female,1791
495,2012,True,Undergraduate,The Hong Kong Polytechnic University,3,Male,1655
496,2012,True,Undergraduate,The Hong Kong Polytechnic University,4,Female,197
497,2012,True,Undergraduate,The Hong Kong Polytechnic University,4,Male,108
498,2012,True,Undergraduate,The Hong Kong Polytechnic University,work placement,Female,43
499,2012,True,Undergraduate,The Hong Kong Polytechnic University,work placement,Male,103
500,2012,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,341
501,2012,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,808
502,2012,False,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,@
503,2012,False,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,13
504,2012,True,Undergraduate,The Hong Kong University of Science and Technology,1,Female,786
505,2012,True,Undergraduate,The Hong Kong University of Science and Technology,1,Male,1402
506,2012,True,Undergraduate,The Hong Kong University of Science and Technology,2,Female,745
507,2012,True,Undergraduate,The Hong Kong University of Science and Technology,2,Male,1346
508,2012,True,Undergraduate,The Hong Kong University of Science and Technology,3,Female,719
509,2012,True,Undergraduate,The Hong Kong University of Science and Technology,3,Male,1370
510,2012,True,Undergraduate,The Hong Kong University of Science and Technology,4,Female,9
511,2012,True,Undergraduate,The Hong Kong University of Science and Technology,4,Male,12
512,2012,True,Research postgraduate,The University of Hong Kong,Postgrad,Female,939
513,2012,True,Research postgraduate,The University of Hong Kong,Postgrad,Male,989
514,2012,False,Research postgraduate,The University of Hong Kong,Postgrad,Female,69
515,2012,False,Research postgraduate,The University of Hong Kong,Postgrad,Male,74
516,2012,True,Taught postgraduate,The University of Hong Kong,1,Female,217
517,2012,True,Taught postgraduate,The University of Hong Kong,1,Male,143
518,2012,True,Taught postgraduate,The University of Hong Kong,2,Female,92
519,2012,True,Taught postgraduate,The University of Hong Kong,2,Male,65
520,2012,False,Taught postgraduate,The University of Hong Kong,1,Female,178
521,2012,False,Taught postgraduate,The University of Hong Kong,1,Male,114
522,2012,False,Taught postgraduate,The University of Hong Kong,2,Female,160
523,2012,False,Taught postgraduate,The University of Hong Kong,2,Male,96
524,2012,True,Undergraduate,The University of Hong Kong,1,Female,1594
525,2012,True,Undergraduate,The University of Hong Kong,1,Male,1575
526,2012,True,Undergraduate,The University of Hong Kong,2,Female,1643
527,2012,True,Undergraduate,The University of Hong Kong,2,Male,1603
528,2012,True,Undergraduate,The University of Hong Kong,3,Female,1697
529,2012,True,Undergraduate,The University of Hong Kong,3,Male,1673
530,2012,True,Undergraduate,The University of Hong Kong,4,Female,414
531,2012,True,Undergraduate,The University of Hong Kong,4,Male,228
532,2012,True,Undergraduate,The University of Hong Kong,5,Female,83
533,2012,True,Undergraduate,The University of Hong Kong,5,Male,109
534,2013,True,Research postgraduate,City University of Hong Kong,Postgrad,Female,282
535,2013,True,Research postgraduate,City University of Hong Kong,Postgrad,Male,397
536,2013,False,Research postgraduate,City University of Hong Kong,Postgrad,Female,@
537,2013,False,Research postgraduate,City University of Hong Kong,Postgrad,Male,@
538,2013,True,Sub-degree,City University of Hong Kong,1,Female,153
539,2013,True,Sub-degree,City University of Hong Kong,1,Male,356
540,2013,True,Sub-degree,City University of Hong Kong,2,Female,206
541,2013,True,Sub-degree,City University of Hong Kong,2,Male,337
542,2013,True,Taught postgraduate,City University of Hong Kong,1,Female,26
543,2013,True,Taught postgraduate,City University of Hong Kong,1,Male,27
544,2013,True,Undergraduate,City University of Hong Kong,1,Female,2397
545,2013,True,Undergraduate,City University of Hong Kong,1,Male,2269
546,2013,True,Undergraduate,City University of Hong Kong,2,Female,969
547,2013,True,Undergraduate,City University of Hong Kong,2,Male,1341
548,2013,True,Undergraduate,City University of Hong Kong,3,Female,1930
549,2013,True,Undergraduate,City University of Hong Kong,3,Male,1938
550,2013,True,Undergraduate,City University of Hong Kong,4,Female,26
551,2013,True,Undergraduate,City University of Hong Kong,4,Male,18
552,2013,True,Undergraduate,City University of Hong Kong,work placement,Female,27
553,2013,True,Undergraduate,City University of Hong Kong,work placement,Male,93
554,2013,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Female,107
555,2013,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Male,130
556,2013,True,Taught postgraduate,Hong Kong Baptist University,1,Female,9
557,2013,True,Taught postgraduate,Hong Kong Baptist University,1,Male,@
558,2013,False,Taught postgraduate,Hong Kong Baptist University,1,Female,112
559,2013,False,Taught postgraduate,Hong Kong Baptist University,1,Male,114
560,2013,False,Taught postgraduate,Hong Kong Baptist University,2,Female,146
561,2013,False,Taught postgraduate,Hong Kong Baptist University,2,Male,109
562,2013,True,Undergraduate,Hong Kong Baptist University,1,Female,1861
563,2013,True,Undergraduate,Hong Kong Baptist University,1,Male,1041
564,2013,True,Undergraduate,Hong Kong Baptist University,2,Female,999
565,2013,True,Undergraduate,Hong Kong Baptist University,2,Male,612
566,2013,True,Undergraduate,Hong Kong Baptist University,3,Female,985
567,2013,True,Undergraduate,Hong Kong Baptist University,3,Male,599
568,2013,True,Undergraduate,Hong Kong Baptist University,4,Female,50
569,2013,True,Undergraduate,Hong Kong Baptist University,4,Male,32
570,2013,True,Undergraduate,Hong Kong Baptist University,5,Female,19
571,2013,True,Undergraduate,Hong Kong Baptist University,5,Male,9
572,2013,True,Undergraduate,Hong Kong Baptist University,work placement,Female,37
573,2013,True,Undergraduate,Hong Kong Baptist University,work placement,Male,11
574,2013,True,Research postgraduate,Lingnan University,Postgrad,Female,35
575,2013,True,Research postgraduate,Lingnan University,Postgrad,Male,30
576,2013,True,Undergraduate,Lingnan University,1,Female,844
577,2013,True,Undergraduate,Lingnan University,1,Male,318
578,2013,True,Undergraduate,Lingnan University,2,Female,484
579,2013,True,Undergraduate,Lingnan University,2,Male,246
580,2013,True,Undergraduate,Lingnan University,3,Female,484
581,2013,True,Undergraduate,Lingnan University,3,Male,246
582,2013,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,809
583,2013,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,965
584,2013,False,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,7
585,2013,False,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,9
586,2013,True,Taught postgraduate,The Chinese University of Hong Kong,1,Female,206
587,2013,True,Taught postgraduate,The Chinese University of Hong Kong,1,Male,109
588,2013,True,Taught postgraduate,The Chinese University of Hong Kong,2,Female,39
589,2013,True,Taught postgraduate,The Chinese University of Hong Kong,2,Male,23
590,2013,False,Taught postgraduate,The Chinese University of Hong Kong,1,Female,196
591,2013,False,Taught postgraduate,The Chinese University of Hong Kong,1,Male,131
592,2013,False,Taught postgraduate,The Chinese University of Hong Kong,2,Female,297
593,2013,False,Taught postgraduate,The Chinese University of Hong Kong,2,Male,219
594,2013,True,Undergraduate,The Chinese University of Hong Kong,1,Female,3802
595,2013,True,Undergraduate,The Chinese University of Hong Kong,1,Male,3352
596,2013,True,Undergraduate,The Chinese University of Hong Kong,2,Female,1856
597,2013,True,Undergraduate,The Chinese University of Hong Kong,2,Male,1565
598,2013,True,Undergraduate,The Chinese University of Hong Kong,3,Female,1921
599,2013,True,Undergraduate,The Chinese University of Hong Kong,3,Male,1673
600,2013,True,Undergraduate,The Chinese University of Hong Kong,4,Female,491
601,2013,True,Undergraduate,The Chinese University of Hong Kong,4,Male,285
602,2013,True,Undergraduate,The Chinese University of Hong Kong,5,Female,80
603,2013,True,Undergraduate,The Chinese University of Hong Kong,5,Male,78
604,2013,True,Undergraduate,The Chinese University of Hong Kong,work placement,Female,58
605,2013,True,Undergraduate,The Chinese University of Hong Kong,work placement,Male,124
606,2013,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Female,22
607,2013,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Male,14
608,2013,True,Sub-degree,The Education University of Hong Kong,1,Female,222
609,2013,True,Sub-degree,The Education University of Hong Kong,1,Male,5
610,2013,True,Sub-degree,The Education University of Hong Kong,2,Female,207
611,2013,True,Sub-degree,The Education University of Hong Kong,2,Male,@
612,2013,True,Sub-degree,The Education University of Hong Kong,3,Female,76
613,2013,True,Sub-degree,The Education University of Hong Kong,3,Male,@
614,2013,False,Sub-degree,The Education University of Hong Kong,1,Female,103
615,2013,False,Sub-degree,The Education University of Hong Kong,2,Female,189
616,2013,False,Sub-degree,The Education University of Hong Kong,short programme,Female,596
617,2013,False,Sub-degree,The Education University of Hong Kong,short programme,Male,337
618,2013,True,Taught postgraduate,The Education University of Hong Kong,1,Female,95
619,2013,True,Taught postgraduate,The Education University of Hong Kong,1,Male,53
620,2013,False,Taught postgraduate,The Education University of Hong Kong,1,Female,223
621,2013,False,Taught postgraduate,The Education University of Hong Kong,1,Male,129
622,2013,False,Taught postgraduate,The Education University of Hong Kong,2,Female,243
623,2013,False,Taught postgraduate,The Education University of Hong Kong,2,Male,125
624,2013,True,Undergraduate,The Education University of Hong Kong,1,Female,1110
625,2013,True,Undergraduate,The Education University of Hong Kong,1,Male,365
626,2013,True,Undergraduate,The Education University of Hong Kong,2,Female,686
627,2013,True,Undergraduate,The Education University of Hong Kong,2,Male,220
628,2013,True,Undergraduate,The Education University of Hong Kong,3,Female,573
629,2013,True,Undergraduate,The Education University of Hong Kong,3,Male,184
630,2013,True,Undergraduate,The Education University of Hong Kong,4,Female,487
631,2013,True,Undergraduate,The Education University of Hong Kong,4,Male,156
632,2013,False,Undergraduate,The Education University of Hong Kong,1,Female,487
633,2013,False,Undergraduate,The Education University of Hong Kong,1,Male,53
634,2013,False,Undergraduate,The Education University of Hong Kong,2,Female,413
635,2013,False,Undergraduate,The Education University of Hong Kong,2,Male,55
636,2013,False,Undergraduate,The Education University of Hong Kong,3,Female,426
637,2013,False,Undergraduate,The Education University of Hong Kong,3,Male,69
638,2013,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,241
639,2013,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,382
640,2013,False,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,@
641,2013,False,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,@
642,2013,True,Sub-degree,The Hong Kong Polytechnic University,1,Female,1076
643,2013,True,Sub-degree,The Hong Kong Polytechnic University,1,Male,948
644,2013,True,Sub-degree,The Hong Kong Polytechnic University,2,Female,782
645,2013,True,Sub-degree,The Hong Kong Polytechnic University,2,Male,551
646,2013,True,Sub-degree,The Hong Kong Polytechnic University,work placement,Female,@
647,2013,True,Sub-degree,The Hong Kong Polytechnic University,work placement,Male,@
648,2013,False,Sub-degree,The Hong Kong Polytechnic University,1,Female,56
649,2013,False,Sub-degree,The Hong Kong Polytechnic University,1,Male,23
650,2013,False,Sub-degree,The Hong Kong Polytechnic University,2,Female,128
651,2013,False,Sub-degree,The Hong Kong Polytechnic University,2,Male,46
652,2013,False,Sub-degree,The Hong Kong Polytechnic University,3,Female,51
653,2013,False,Sub-degree,The Hong Kong Polytechnic University,3,Male,32
654,2013,False,Sub-degree,The Hong Kong Polytechnic University,4,Female,@
655,2013,False,Sub-degree,The Hong Kong Polytechnic University,4,Male,11
656,2013,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Female,11
657,2013,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Male,@
658,2013,False,Taught postgraduate,The Hong Kong Polytechnic University,3,Female,@
659,2013,True,Undergraduate,The Hong Kong Polytechnic University,1,Female,3113
660,2013,True,Undergraduate,The Hong Kong Polytechnic University,1,Male,2941
661,2013,True,Undergraduate,The Hong Kong Polytechnic University,2,Female,2011
662,2013,True,Undergraduate,The Hong Kong Polytechnic University,2,Male,1928
663,2013,True,Undergraduate,The Hong Kong Polytechnic University,3,Female,1393
664,2013,True,Undergraduate,The Hong Kong Polytechnic University,3,Male,1309
665,2013,True,Undergraduate,The Hong Kong Polytechnic University,4,Female,64
666,2013,True,Undergraduate,The Hong Kong Polytechnic University,4,Male,45
667,2013,True,Undergraduate,The Hong Kong Polytechnic University,work placement,Female,59
668,2013,True,Undergraduate,The Hong Kong Polytechnic University,work placement,Male,92
669,2013,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,352
670,2013,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,866
671,2013,False,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,@
672,2013,False,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,@
673,2013,True,Undergraduate,The Hong Kong University of Science and Technology,1,Female,1617
674,2013,True,Undergraduate,The Hong Kong University of Science and Technology,1,Male,2564
675,2013,True,Undergraduate,The Hong Kong University of Science and Technology,2,Female,788
676,2013,True,Undergraduate,The Hong Kong University of Science and Technology,2,Male,1468
677,2013,True,Undergraduate,The Hong Kong University of Science and Technology,3,Female,752
678,2013,True,Undergraduate,The Hong Kong University of Science and Technology,3,Male,1423
679,2013,True,Undergraduate,The Hong Kong University of Science and Technology,4,Female,@
680,2013,True,Undergraduate,The Hong Kong University of Science and Technology,4,Male,10
681,2013,True,Research postgraduate,The University of Hong Kong,Postgrad,Female,1015
682,2013,True,Research postgraduate,The University of Hong Kong,Postgrad,Male,1043
683,2013,False,Research postgraduate,The University of Hong Kong,Postgrad,Female,46
684,2013,False,Research postgraduate,The University of Hong Kong,Postgrad,Male,49
685,2013,True,Taught postgraduate,The University of Hong Kong,1,Female,264
686,2013,True,Taught postgraduate,The University of Hong Kong,1,Male,154
687,2013,True,Taught postgraduate,The University of Hong Kong,2,Female,53
688,2013,True,Taught postgraduate,The University of Hong Kong,2,Male,60
689,2013,False,Taught postgraduate,The University of Hong Kong,1,Female,159
690,2013,False,Taught postgraduate,The University of Hong Kong,1,Male,93
691,2013,False,Taught postgraduate,The University of Hong Kong,2,Female,174
692,2013,False,Taught postgraduate,The University of Hong Kong,2,Male,113
693,2013,True,Undergraduate,The University of Hong Kong,1,Female,3492
694,2013,True,Undergraduate,The University of Hong Kong,1,Male,3107
695,2013,True,Undergraduate,The University of Hong Kong,2,Female,1678
696,2013,True,Undergraduate,The University of Hong Kong,2,Male,1660
697,2013,True,Undergraduate,The University of Hong Kong,3,Female,1732
698,2013,True,Undergraduate,The University of Hong Kong,3,Male,1770
699,2013,True,Undergraduate,The University of Hong Kong,4,Female,420
700,2013,True,Undergraduate,The University of Hong Kong,4,Male,249
701,2013,True,Undergraduate,The University of Hong Kong,5,Female,90
702,2013,True,Undergraduate,The University of Hong Kong,5,Male,118
703,2014,True,Research postgraduate,City University of Hong Kong,Postgrad,Female,255
704,2014,True,Research postgraduate,City University of Hong Kong,Postgrad,Male,409
705,2014,False,Research postgraduate,City University of Hong Kong,Postgrad,Male,@
706,2014,True,Sub-degree,City University of Hong Kong,1,Female,131
707,2014,True,Sub-degree,City University of Hong Kong,1,Male,329
708,2014,True,Sub-degree,City University of Hong Kong,2,Female,153
709,2014,True,Sub-degree,City University of Hong Kong,2,Male,303
710,2014,True,Taught postgraduate,City University of Hong Kong,1,Female,25
711,2014,True,Taught postgraduate,City University of Hong Kong,1,Male,28
712,2014,True,Undergraduate,City University of Hong Kong,1,Female,1194
713,2014,True,Undergraduate,City University of Hong Kong,1,Male,856
714,2014,True,Undergraduate,City University of Hong Kong,2,Female,2556
715,2014,True,Undergraduate,City University of Hong Kong,2,Male,2445
716,2014,True,Undergraduate,City University of Hong Kong,3,Female,1593
717,2014,True,Undergraduate,City University of Hong Kong,3,Male,1850
718,2014,True,Undergraduate,City University of Hong Kong,4,Female,462
719,2014,True,Undergraduate,City University of Hong Kong,4,Male,312
720,2014,True,Undergraduate,City University of Hong Kong,work placement,Female,23
721,2014,True,Undergraduate,City University of Hong Kong,work placement,Male,78
722,2014,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Female,111
723,2014,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Male,140
724,2014,True,Taught postgraduate,Hong Kong Baptist University,1,Female,6
725,2014,True,Taught postgraduate,Hong Kong Baptist University,1,Male,7
726,2014,False,Taught postgraduate,Hong Kong Baptist University,1,Female,104
727,2014,False,Taught postgraduate,Hong Kong Baptist University,1,Male,112
728,2014,False,Taught postgraduate,Hong Kong Baptist University,2,Female,105
729,2014,False,Taught postgraduate,Hong Kong Baptist University,2,Male,101
730,2014,True,Undergraduate,Hong Kong Baptist University,1,Female,986
731,2014,True,Undergraduate,Hong Kong Baptist University,1,Male,472
732,2014,True,Undergraduate,Hong Kong Baptist University,2,Female,2000
733,2014,True,Undergraduate,Hong Kong Baptist University,2,Male,1120
734,2014,True,Undergraduate,Hong Kong Baptist University,3,Female,1005
735,2014,True,Undergraduate,Hong Kong Baptist University,3,Male,624
736,2014,True,Undergraduate,Hong Kong Baptist University,4,Female,50
737,2014,True,Undergraduate,Hong Kong Baptist University,4,Male,29
738,2014,True,Undergraduate,Hong Kong Baptist University,5,Female,15
739,2014,True,Undergraduate,Hong Kong Baptist University,5,Male,10
740,2014,True,Undergraduate,Hong Kong Baptist University,work placement,Female,41
741,2014,True,Undergraduate,Hong Kong Baptist University,work placement,Male,13
742,2014,True,Research postgraduate,Lingnan University,Postgrad,Female,37
743,2014,True,Research postgraduate,Lingnan University,Postgrad,Male,37
744,2014,False,Research postgraduate,Lingnan University,Postgrad,Female,@
745,2014,True,Undergraduate,Lingnan University,1,Female,402
746,2014,True,Undergraduate,Lingnan University,1,Male,200
747,2014,True,Undergraduate,Lingnan University,2,Female,932
748,2014,True,Undergraduate,Lingnan University,2,Male,356
749,2014,True,Undergraduate,Lingnan University,3,Female,462
750,2014,True,Undergraduate,Lingnan University,3,Male,218
751,2014,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,786
752,2014,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,1000
753,2014,False,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,@
754,2014,False,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,@
755,2014,True,Taught postgraduate,The Chinese University of Hong Kong,1,Female,204
756,2014,True,Taught postgraduate,The Chinese University of Hong Kong,1,Male,89
757,2014,True,Taught postgraduate,The Chinese University of Hong Kong,2,Female,38
758,2014,True,Taught postgraduate,The Chinese University of Hong Kong,2,Male,25
759,2014,False,Taught postgraduate,The Chinese University of Hong Kong,1,Female,227
760,2014,False,Taught postgraduate,The Chinese University of Hong Kong,1,Male,161
761,2014,False,Taught postgraduate,The Chinese University of Hong Kong,2,Female,186
762,2014,False,Taught postgraduate,The Chinese University of Hong Kong,2,Male,133
763,2014,True,Undergraduate,The Chinese University of Hong Kong,1,Female,2451
764,2014,True,Undergraduate,The Chinese University of Hong Kong,1,Male,2220
765,2014,True,Undergraduate,The Chinese University of Hong Kong,2,Female,3321
766,2014,True,Undergraduate,The Chinese University of Hong Kong,2,Male,2800
767,2014,True,Undergraduate,The Chinese University of Hong Kong,3,Female,2093
768,2014,True,Undergraduate,The Chinese University of Hong Kong,3,Male,1758
769,2014,True,Undergraduate,The Chinese University of Hong Kong,4,Female,527
770,2014,True,Undergraduate,The Chinese University of Hong Kong,4,Male,310
771,2014,True,Undergraduate,The Chinese University of Hong Kong,5,Female,113
772,2014,True,Undergraduate,The Chinese University of Hong Kong,5,Male,96
773,2014,True,Undergraduate,The Chinese University of Hong Kong,work placement,Female,74
774,2014,True,Undergraduate,The Chinese University of Hong Kong,work placement,Male,126
775,2014,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Female,21
776,2014,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Male,15
777,2014,True,Sub-degree,The Education University of Hong Kong,1,Female,214
778,2014,True,Sub-degree,The Education University of Hong Kong,1,Male,8
779,2014,True,Sub-degree,The Education University of Hong Kong,2,Female,218
780,2014,True,Sub-degree,The Education University of Hong Kong,2,Male,5
781,2014,True,Sub-degree,The Education University of Hong Kong,3,Female,86
782,2014,True,Sub-degree,The Education University of Hong Kong,3,Male,@
783,2014,False,Sub-degree,The Education University of Hong Kong,1,Female,58
784,2014,False,Sub-degree,The Education University of Hong Kong,1,Male,@
785,2014,False,Sub-degree,The Education University of Hong Kong,2,Female,101
786,2014,False,Sub-degree,The Education University of Hong Kong,short programme,Female,625
787,2014,False,Sub-degree,The Education University of Hong Kong,short programme,Male,389
788,2014,True,Taught postgraduate,The Education University of Hong Kong,1,Female,106
789,2014,True,Taught postgraduate,The Education University of Hong Kong,1,Male,50
790,2014,False,Taught postgraduate,The Education University of Hong Kong,1,Female,223
791,2014,False,Taught postgraduate,The Education University of Hong Kong,1,Male,119
792,2014,False,Taught postgraduate,The Education University of Hong Kong,2,Female,232
793,2014,False,Taught postgraduate,The Education University of Hong Kong,2,Male,129
794,2014,True,Undergraduate,The Education University of Hong Kong,1,Female,560
795,2014,True,Undergraduate,The Education University of Hong Kong,1,Male,176
796,2014,True,Undergraduate,The Education University of Hong Kong,2,Female,1113
797,2014,True,Undergraduate,The Education University of Hong Kong,2,Male,365
798,2014,True,Undergraduate,The Education University of Hong Kong,3,Female,678
799,2014,True,Undergraduate,The Education University of Hong Kong,3,Male,221
800,2014,True,Undergraduate,The Education University of Hong Kong,4,Female,513
801,2014,True,Undergraduate,The Education University of Hong Kong,4,Male,170
802,2014,False,Undergraduate,The Education University of Hong Kong,1,Female,430
